id,creditability,account_balance,duration_of_credit_month,payment_status_of_previous_credit,purpose,credit_amount,value_savings_stocks,length_of_current_employment,instalment_per_cent,sex_marital_status,guarantors,duration_in_current_address,most_valuable_available_asset,age_years,concurrent_credits,type_of_apartment,no_of_credits_at_this_bank,occupation,no_of_dependents,telephone,foreign_worker,new_column,model_version
5400,1,4,24,4,3,2611,1,5,4,4,2,3,1,46,3,2,2,3,0,0,0,True,28
3344,1,1,18,4,3,1880,1,4,4,4,1,1,2,32,3,2,2,4,0,0,0,True,28
9067,0,4,10,2,2,2210,1,3,2,3,1,2,1,25,3,1,1,2,0,0,0,True,28
429,1,4,24,3,9,2978,5,3,4,3,1,4,1,32,3,2,2,3,1,0,0,True,28
975,1,1,12,2,2,3590,1,3,2,3,2,2,2,29,3,2,1,2,1,0,0,True,28
2786,0,2,6,1,6,433,4,2,4,2,1,2,2,24,1,1,1,3,1,0,0,True,28
424,1,4,36,3,2,7678,3,4,2,2,1,4,3,40,3,2,2,3,0,0,0,True,28
44,1,4,10,2,6,727,3,5,4,3,1,4,4,46,3,3,1,3,0,0,0,True,28
2062,1,1,12,4,3,385,1,4,4,2,1,3,1,58,3,2,4,2,0,0,0,True,28
7876,1,4,6,3,3,935,1,3,3,2,1,2,1,24,3,2,1,3,0,0,0,True,28
6147,1,4,48,4,9,7629,5,5,4,1,1,2,3,46,1,2,2,4,1,0,0,True,28
6349,1,2,18,2,6,1239,5,3,4,3,1,4,4,61,3,3,1,3,0,0,0,True,28
4329,1,4,36,4,1,5842,1,5,2,3,1,2,2,35,3,2,2,3,1,0,0,True,28
5241,0,4,12,2,6,719,1,5,4,3,1,4,3,41,1,2,1,2,1,0,0,True,28
978,1,4,12,4,3,1240,5,5,4,2,1,2,1,38,3,2,2,3,0,0,0,True,28
6491,1,2,18,2,9,2622,2,3,4,3,1,4,3,34,3,2,1,3,0,0,0,True,28
4583,0,4,24,2,3,2397,3,5,3,3,1,2,3,35,1,2,2,3,0,0,0,True,28
5204,1,4,24,4,3,5103,1,2,3,4,1,3,4,47,3,3,3,3,0,0,0,True,28
989,1,2,42,4,9,5954,1,4,2,2,1,1,1,41,1,2,2,2,0,0,0,True,28
7492,0,2,48,0,9,3844,2,4,4,3,1,4,4,34,3,3,1,2,1,0,0,True,28
438,0,1,24,2,2,2996,5,3,2,4,1,4,3,20,3,2,1,3,0,0,0,True,28
1510,1,4,24,2,3,1533,1,2,4,2,1,3,3,38,2,2,1,3,0,0,0,True,28
3035,1,4,36,2,3,3835,5,5,2,2,1,4,1,45,3,2,1,2,0,0,0,True,28
9958,0,1,24,2,0,1285,5,4,4,2,1,4,4,32,3,1,1,3,0,0,0,True,28
5770,1,4,6,4,3,1554,1,4,1,2,1,2,3,24,3,1,2,3,0,0,0,True,28
4068,1,4,18,4,1,3229,5,1,2,3,1,4,4,38,3,2,1,4,0,0,0,True,28
6278,1,4,12,4,0,682,2,4,4,2,1,3,3,51,3,2,2,3,0,0,0,True,28
455,1,4,48,4,3,3578,5,5,4,3,1,1,1,47,3,2,1,3,0,0,0,True,28
512,1,4,30,4,3,5954,1,4,3,3,2,2,3,38,3,2,1,3,0,0,0,True,28
6866,1,3,6,4,6,1047,1,3,2,2,1,4,2,50,3,2,1,2,0,0,0,True,28
7592,1,2,12,2,3,1567,1,3,1,2,1,1,3,22,3,2,1,3,0,0,0,True,28
7254,1,1,15,2,3,1053,1,2,4,4,1,2,1,27,3,2,1,3,0,0,1,True,28
6230,1,4,24,4,1,4042,5,4,3,3,1,4,2,43,3,2,2,3,0,0,0,True,28
5914,0,2,18,2,1,12976,1,1,3,2,1,4,4,38,3,3,1,4,0,0,0,True,28
9209,1,4,22,2,3,2675,3,5,3,3,1,4,3,40,3,2,1,3,0,0,0,True,28
5448,1,4,24,2,1,6313,5,5,3,3,1,4,3,41,3,2,1,4,1,0,0,True,28
59,1,4,6,4,0,6761,1,4,1,3,1,3,4,45,3,2,2,4,1,0,0,True,28
9878,1,4,12,2,3,2171,1,2,2,2,1,2,3,29,1,2,1,3,0,0,0,True,28
2925,1,4,24,2,0,1525,4,4,4,2,1,3,3,34,3,2,1,3,1,0,0,True,28
4250,1,2,36,2,3,2323,1,4,4,3,1,4,3,24,3,1,1,3,0,0,0,True,28
3322,0,2,36,2,6,12612,2,3,1,3,1,4,4,47,3,3,1,3,1,0,0,True,28
7852,1,4,18,4,0,1028,1,3,4,2,1,3,1,36,3,2,2,3,0,0,0,True,28
2788,1,4,15,2,2,2708,1,2,2,3,1,3,2,27,1,2,2,2,0,0,0,True,28
2224,1,4,21,2,1,5248,5,3,1,3,1,3,3,26,3,2,1,3,0,0,0,True,28
7630,1,4,48,4,1,2751,5,5,4,3,1,3,3,38,3,2,2,3,1,0,0,True,28
3453,1,1,10,4,2,2132,5,2,2,2,2,3,1,27,3,1,2,3,0,0,1,True,28
5274,1,3,24,4,9,1275,4,3,2,1,1,4,1,36,3,2,2,3,0,0,0,True,28
6069,1,4,12,2,9,1542,1,4,2,3,1,4,3,36,3,2,1,3,0,0,0,True,28
5984,1,4,30,4,3,5954,1,4,3,3,2,2,3,38,3,2,1,3,0,0,0,True,28
5565,1,2,9,2,3,1082,1,5,4,3,1,4,3,37,3,2,2,2,0,0,0,True,28
9530,1,4,7,4,3,730,5,5,4,3,1,2,2,46,3,1,2,2,0,0,0,True,28
4190,1,4,10,2,1,2901,5,2,1,2,1,4,1,31,3,1,1,3,0,0,0,True,28
6650,1,3,9,2,3,1126,2,5,2,1,1,4,1,49,3,2,1,3,0,0,0,True,28
8868,1,4,36,2,0,909,3,5,4,3,1,4,2,36,3,2,1,3,0,0,0,True,28
3552,1,4,6,4,3,1898,5,3,1,3,1,2,1,34,3,2,2,2,1,0,0,True,28
3962,1,4,24,2,0,1525,4,4,4,2,1,3,3,34,3,2,1,3,1,0,0,True,28
1624,0,2,36,2,2,9034,2,2,4,3,2,1,4,29,3,1,1,4,0,0,0,True,28
6362,1,2,9,2,3,2118,1,3,2,3,1,2,1,37,3,2,1,2,1,0,0,True,28
5016,0,2,48,2,2,9960,1,2,1,2,1,2,3,26,1,2,1,3,0,0,0,True,28
6566,1,4,24,2,3,3105,5,2,4,3,1,2,3,25,3,2,2,3,0,0,0,True,28
2235,0,2,24,2,3,2039,1,2,1,4,1,1,2,22,3,2,1,3,0,0,0,True,28
4077,1,2,30,1,2,3496,4,3,4,3,1,2,3,34,2,2,1,3,1,0,0,True,28
2200,0,4,24,2,3,2397,3,5,3,3,1,2,3,35,1,2,2,3,0,0,0,True,28
8593,1,4,12,4,0,1255,1,5,4,3,1,4,1,61,3,2,2,2,0,0,0,True,28
7171,0,1,18,4,2,2124,1,3,4,2,1,4,1,24,3,1,2,3,0,0,0,True,28
4804,1,2,18,4,3,1795,1,5,3,2,3,4,1,48,1,1,2,2,0,0,0,True,28
8428,1,2,8,2,3,760,1,4,4,2,3,2,1,44,3,2,1,2,0,0,0,True,28
184,1,1,48,2,1,4788,1,4,4,3,1,3,2,26,3,2,1,3,1,0,0,True,28
8072,1,1,24,4,3,1231,4,5,4,2,1,4,2,57,3,1,2,4,0,0,0,True,28
390,0,2,12,2,3,766,3,3,4,3,1,3,1,66,3,2,1,2,0,0,0,True,28
7347,0,2,6,1,0,931,2,2,1,2,1,1,2,32,2,2,1,2,0,0,0,True,28
6835,1,4,9,4,6,1244,5,5,4,2,1,4,2,41,3,1,2,2,0,0,0,True,28
587,0,2,48,2,3,10961,4,4,1,3,2,2,4,27,1,2,2,3,0,0,0,True,28
7649,0,2,24,2,1,4113,3,2,3,2,1,4,3,28,3,1,1,3,0,0,0,True,28
3655,1,4,14,3,0,802,1,3,4,3,1,2,3,27,3,2,2,2,0,0,0,True,28
8805,0,2,39,4,3,4933,1,4,2,3,3,2,1,25,3,2,2,3,0,0,0,True,28
7958,1,4,6,0,0,1204,2,3,4,3,1,1,4,35,1,1,1,3,0,0,1,True,28
5616,1,4,24,2,2,929,5,4,4,3,1,2,3,31,2,2,1,3,0,0,0,True,28
2612,1,1,21,4,0,571,1,5,4,3,1,4,1,65,3,2,2,3,0,0,0,True,28
2985,1,4,24,4,3,2424,5,5,4,3,1,4,2,53,3,2,2,3,0,0,0,True,28
931,1,4,18,2,0,2662,5,4,4,3,1,3,2,32,3,2,1,3,0,0,1,True,28
6447,1,2,12,0,8,1410,1,3,2,3,1,2,1,31,3,2,1,2,0,0,0,True,28
2977,1,2,27,3,1,5965,1,5,1,3,1,2,3,30,3,2,2,4,0,0,0,True,28
1339,1,1,6,4,0,4716,5,2,1,3,1,3,1,44,3,2,2,2,1,0,0,True,28
1217,1,4,12,4,6,3565,5,2,2,3,1,1,2,37,3,2,2,2,1,0,0,True,28
2861,1,1,24,1,2,2483,3,3,4,3,1,4,1,22,2,2,1,3,0,0,0,True,28
3716,1,4,12,4,2,1592,4,4,3,2,1,2,2,35,3,2,1,3,0,0,0,True,28
7175,0,4,24,3,0,2538,1,5,4,3,1,4,3,47,3,2,2,2,1,0,0,True,28
273,1,4,36,3,0,10875,1,5,2,3,1,2,3,45,3,2,2,3,1,0,0,True,28
4089,1,2,24,2,3,3758,3,1,1,2,1,4,4,23,3,1,1,1,0,0,0,True,28
4843,1,4,18,4,3,1149,4,3,4,3,1,3,1,46,3,2,2,3,0,0,0,True,28
8253,0,2,15,2,3,802,1,5,4,3,1,3,3,37,3,2,1,3,1,0,0,True,28
2996,1,4,6,2,3,2108,1,4,2,4,1,2,1,29,3,1,1,3,0,0,0,True,28
7372,1,1,36,2,0,3249,1,4,2,3,1,4,4,39,1,3,1,4,1,0,0,True,28
9505,0,1,12,2,2,1282,1,3,2,2,1,4,3,20,3,1,1,3,0,0,0,True,28
8080,1,4,12,2,3,1963,1,4,4,3,1,2,3,31,3,1,2,4,1,0,0,True,28
2886,1,4,6,4,3,1237,2,3,1,2,1,1,2,27,3,2,2,3,0,0,0,True,28
7539,0,2,45,2,3,3031,2,3,4,3,3,4,2,21,3,1,1,3,0,0,0,True,28
7164,1,1,10,4,0,2241,1,2,1,3,1,3,1,48,3,1,2,2,1,0,1,True,28
3334,1,4,12,4,2,1258,1,2,2,2,1,4,2,22,3,1,2,2,0,0,0,True,28
3036,1,2,12,2,3,1103,1,4,4,3,3,3,1,29,3,2,2,3,0,0,0,True,28
3972,1,1,6,2,2,428,1,5,2,2,1,1,2,49,1,2,1,3,0,0,0,True,28
560,1,4,24,4,10,6314,1,1,4,3,2,2,4,27,1,2,2,4,0,0,0,True,28
4176,1,4,18,4,3,1149,4,3,4,3,1,3,1,46,3,2,2,3,0,0,0,True,28
4267,1,4,30,2,3,2333,3,5,4,3,1,2,3,30,1,2,1,4,0,0,0,True,28
3486,1,2,48,1,0,12169,5,1,4,3,2,4,4,36,3,3,1,4,0,0,0,True,28
3592,1,4,24,4,0,1940,4,5,4,3,1,4,1,60,3,2,1,3,0,0,0,True,28
9700,0,1,36,2,2,2712,1,5,2,3,1,2,2,41,1,2,1,3,1,0,0,True,28
2652,1,1,15,2,0,1403,1,3,2,2,1,4,3,28,3,1,1,3,0,0,0,True,28
7338,1,4,12,4,3,930,5,5,4,3,1,4,1,65,3,2,4,3,0,0,0,True,28
5278,1,4,10,2,1,2901,5,2,1,2,1,4,1,31,3,1,1,3,0,0,0,True,28
4839,0,1,12,0,0,1082,1,3,4,3,1,4,3,48,1,2,2,3,0,0,0,True,28
4768,0,1,42,2,3,3965,1,2,4,3,1,3,3,34,3,2,1,3,0,0,0,True,28
7499,0,2,18,0,0,2278,2,2,3,2,1,3,3,28,3,2,2,3,0,0,0,True,28
5716,1,2,30,3,9,2503,2,5,4,3,1,2,2,41,2,2,2,3,0,0,0,True,28
3958,1,2,15,2,5,1308,1,5,4,3,1,4,3,38,3,2,2,2,0,0,0,True,28
781,1,3,18,2,2,3049,1,2,1,2,1,1,2,45,2,2,1,2,0,0,0,True,28
7103,0,2,12,2,0,1223,1,5,1,1,1,1,1,46,3,1,2,3,0,0,0,True,28
4345,1,4,12,2,3,1262,1,3,3,3,1,2,3,25,3,2,1,3,0,0,0,True,28
1919,0,2,24,2,2,4057,1,4,3,1,1,3,3,43,3,2,1,3,0,0,0,True,28
9658,1,4,18,2,3,1505,1,3,4,3,1,2,4,32,3,3,1,4,0,0,0,True,28
6994,1,2,24,3,3,1553,2,4,3,2,1,2,2,23,3,1,2,3,0,0,0,True,28
8828,1,4,48,4,6,6110,1,3,1,3,1,3,4,31,1,3,1,3,0,0,0,True,28
5718,1,2,48,3,9,6681,5,3,4,3,1,4,4,38,3,3,1,3,1,0,0,True,28
1224,0,2,30,3,3,1919,2,2,4,3,1,3,4,30,2,2,2,4,0,0,0,True,28
283,0,3,15,4,3,1271,5,3,3,3,1,4,4,39,3,3,2,3,0,0,0,True,28
67,1,2,24,2,3,2896,2,2,2,3,1,1,3,29,3,2,1,3,0,0,0,True,28
318,1,2,10,2,0,7308,1,1,2,3,1,4,4,70,1,3,1,4,0,0,0,True,28
5932,1,3,12,2,2,1424,5,5,3,2,1,4,1,55,3,2,1,4,0,0,0,True,28
5114,1,4,15,2,4,874,5,2,4,2,1,1,1,24,3,2,1,3,0,0,0,True,28
7133,0,2,48,2,0,6560,2,4,3,3,1,2,2,24,3,2,1,3,0,0,0,True,28
8569,1,4,24,4,2,5150,1,5,4,3,1,4,3,33,3,2,1,3,0,0,0,True,28
6982,1,4,24,4,1,3868,1,5,4,2,1,2,3,41,3,1,2,4,0,0,0,True,28
8011,0,1,36,3,6,6887,1,3,4,3,1,3,2,29,2,2,1,3,0,0,0,True,28
6969,0,2,24,2,0,1355,1,2,3,2,1,4,3,25,3,2,1,2,0,0,0,True,28
7749,1,4,24,2,3,1533,1,2,4,2,1,3,3,38,2,2,1,3,0,0,0,True,28
5270,1,4,21,4,1,3275,1,5,1,3,1,4,3,36,3,2,1,4,0,0,0,True,28
710,1,4,18,4,1,3850,1,4,3,3,1,1,3,27,3,2,2,3,0,0,0,True,28
5100,1,1,24,4,9,1382,2,4,4,3,1,1,1,26,3,2,2,3,0,0,0,True,28
4472,0,1,18,2,2,2473,1,1,4,3,1,1,3,25,3,2,1,1,0,0,0,True,28
3166,0,1,48,0,2,7119,1,3,3,3,1,4,4,53,3,3,2,3,1,0,0,True,28
4595,1,1,18,2,3,1936,5,4,2,4,1,4,3,23,3,1,2,2,0,0,0,True,28
9031,1,4,30,4,3,3077,5,5,3,3,1,2,3,40,3,2,2,3,1,0,0,True,28
7352,1,3,24,2,3,5152,1,4,4,3,1,2,3,25,1,2,1,3,0,0,0,True,28
9036,1,4,15,4,2,2788,1,4,2,2,2,3,3,24,1,2,2,3,0,0,0,True,28
9262,1,3,12,3,0,2247,1,3,2,2,1,2,3,36,2,2,2,3,0,0,0,True,28
1114,0,1,9,2,0,654,1,3,4,3,1,3,3,28,3,2,1,2,0,0,0,True,28
6126,0,2,48,2,9,15672,1,3,2,3,1,2,3,23,3,2,1,3,0,0,0,True,28
7348,1,4,12,2,3,2279,5,3,4,3,1,4,4,37,3,3,1,3,0,0,0,True,28
3288,1,1,12,2,2,708,1,3,2,3,3,3,2,38,3,2,1,2,1,0,0,True,28
8189,1,4,15,4,3,1316,3,3,2,4,1,2,2,47,3,2,2,2,0,0,0,True,28
6839,0,3,24,4,0,1344,5,4,4,3,1,2,1,37,1,2,2,2,1,0,0,True,28
1765,1,2,27,3,1,5965,1,5,1,3,1,2,3,30,3,2,2,4,0,0,0,True,28
6940,1,2,12,2,3,1155,1,5,3,4,3,3,1,40,1,2,2,2,0,0,0,True,28
2524,0,1,36,3,6,6887,1,3,4,3,1,3,2,29,2,2,1,3,0,0,0,True,28
9138,1,4,24,4,6,1927,5,3,3,2,1,2,3,33,3,2,2,3,0,0,0,True,28
1016,1,1,12,3,0,1344,1,3,4,3,1,2,1,43,3,2,2,2,1,0,0,True,28
9578,1,1,42,4,5,3394,1,1,4,3,2,4,3,65,3,2,2,1,0,0,0,True,28
3533,0,4,24,2,3,5943,5,2,1,2,1,1,3,44,3,2,2,3,0,0,0,True,28
8715,1,2,24,4,0,3878,2,2,4,1,1,2,3,37,3,2,1,3,0,0,0,True,28
1515,0,2,36,2,2,9034,2,2,4,3,2,1,4,29,3,1,1,4,0,0,0,True,28
6645,1,1,36,2,2,3620,1,3,1,3,3,2,2,37,3,2,1,3,1,0,0,True,28
3751,1,2,18,4,9,3590,1,1,3,4,1,3,3,40,3,2,3,1,1,0,0,True,28
9904,1,1,12,2,2,708,1,3,2,3,3,3,2,38,3,2,1,2,1,0,0,True,28
1397,0,2,18,0,0,2278,2,2,3,2,1,3,3,28,3,2,2,3,0,0,0,True,28
5947,1,4,15,2,1,3029,1,4,2,3,1,2,3,33,3,2,1,3,0,0,0,True,28
4364,1,2,12,2,0,2002,1,4,3,3,1,4,2,30,3,1,1,3,1,0,0,True,28
8064,1,3,24,2,3,1258,3,3,3,2,1,3,3,57,3,2,1,2,0,0,0,True,28
8032,1,4,12,2,2,1768,1,3,3,3,1,2,1,24,3,1,1,2,0,0,0,True,28
3581,1,2,30,1,2,3496,4,3,4,3,1,2,3,34,2,2,1,3,1,0,0,True,28
1984,0,1,18,2,0,1216,1,2,4,2,1,3,3,23,3,1,1,3,0,0,0,True,28
2720,1,1,24,2,2,3021,1,3,2,1,1,2,1,24,3,1,1,2,0,0,0,True,28
